eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
198809120009,1988,9,12,,0,,186,Sri Lanka,6,South Asia,Eastern,Batticaloa,7.733107,81.68882,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,12,NGO,62,International NGO,Red Cross,Red Cross Jeep,186,Sri Lanka,,,,,,,,,,,,,,,,,People's Liberation Front (JVP),,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198809280011,1988,9,28,,0,,92,India,6,South Asia,Uttar Pradesh,Punniya,27.261059,80.201454,1,0,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,private farm family,92,India,,,,,,,,,,,,,,,,,Sikh Extremists,Militants,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,4,,,2,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198810070012,1988,10,7,,0,,61,El Salvador,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Govt,National Assembly (Parliament) Bldg,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198812050002,1988,12,5,,0,,43,Chile,3,South America,Araucania,Temuco,-38.734133,-72.584651,1,0,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,Chile Electric,Power Line Pole,43,Chile,,,,,,,,,,,,,,,,,Manuel Rodriguez Patriotic Front (FPMR),,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),3000,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,"198812050002, 198812050003, 198812050004, 198812050005, 198812050006, 198812050007"
198901170019,1989,1,17,,0,,186,Sri Lanka,6,South Asia,Uva,Attambagahakada,7.159444,81.049167,2,0,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Military Unit Guarding Highway,186,Sri Lanka,,,,,,,,,,,,,,,,,Liberation Tigers of Tamil Eelam (LTTE),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,4,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198902060002,1989,2,6,,0,,49,Costa Rica,2,Central America & Caribbean,San Jose,San Jose,9.933333,-84.083333,1,0,,1,1,1,0,,,0,0,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Nicaraguan Resistance,Coordinator Fabio Gadea Mantilla,145,Nicaragua,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,1,,,2,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,1,1,
198902180009,1989,2,18,,0,,61,El Salvador,2,Central America & Caribbean,Cabanas,Villa Victoria,13.95,-88.633333,1,0,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Military Unit,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,3,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198902220028,1989,2,22,,0,,138,Myanmar,5,Southeast Asia,Mandalay,Pyin Oo Lwin,22.040897,96.462536,1,1,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100,Train/Train Tracks/Trolley,railway,Maymyo-Lashio cargo train #217,138,Myanmar,,,,,,,,,,,,,,,,,Karen National Union,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,8,Landmine,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),100000,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198903180001,1989,3,18,,0,,92,India,6,South Asia,Maharashtra,Lakhni,21.066944,79.830278,1,0,,0,1,1,1,2,Other Crime Type,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Private family,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,2,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
198904040018,1989,4,4,,0,,61,El Salvador,2,Central America & Caribbean,La Union,Aguas Frias,13.42778,-87.933333,1,0,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,"Unit, Marine Battalion",61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,8,Landmine,,,,,,,,,,,,,2,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198904140013,1989,4,14,,0,,45,Colombia,3,South America,Norte de Santander,Toledo,7.30986,-72.48288,1,0,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),18,"Government Personnel (excluding police, military)",Govt,Mayor Hernando Prada,45,Colombia,,,,,,,,,,,,,,,,,National Liberation Army of Colombia (ELN),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,0,,,0,,,0,,,,1,1,0,,,,Colombia,0,,,,,,,,,PGIS,0,0,0,0,
198905160025,1989,5,16,,0,,45,Colombia,3,South America,Valle del Cauca,Cali,3.429344,-76.516037,1,0,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),18,"Government Personnel (excluding police, military)",Govt (Min of Interior),Jaime Hernan Corres Orejuela,45,Colombia,,,,,,,,,,,,,,,,,National Liberation Army of Colombia (ELN),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,0,,,0,,,0,,,,1,1,0,,,,Colombia,0,,,,,,,,,PGIS,0,0,0,0,
198906130005,1989,6,13,,0,,78,Greece,8,Western Europe,Attica,Athens,37.99749,23.762728,1,0,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,Govt,Ministry of Interior Bldg.,78,Greece,,,,,,,,,,,,,,,,,Revolutionary People's Struggle (ELA),,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,"198906130005, 198906130004"
198906220015,1989,6,22,,0,,61,El Salvador,2,Central America & Caribbean,Morazan,Joateca,13.89271,-88.043983,1,0,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,29,Military Unit/Patrol/Convoy,Military,Unit,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,3,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198907150007,1989,7,15,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.516895,69.147011,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,2,Restaurant/Bar/Caf�,,restaurant,4,Afghanistan,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,15,Vehicle,,,,,,,,,,,,,9,,,49,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
198907210007,1989,7,21,,0,,159,Peru,3,South America,Junin,Jauja,-11.775033,-75.500112,1,0,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,9,Farm/Ranch,Mariscal Castilla Social Interest and agricultural,Ranch (Co-op),159,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198908220008,1989,8,22,,0,,160,Philippines,5,Southeast Asia,Unknown,Dapitan,,,5,0,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,Potungan Village*,160,Philippines,,,,,,,,,,,,,,,,,New People's Army (NPA),,,,,,0,,,0,80,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,14,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198909250008,1989,9,25,,0,,45,Colombia,3,South America,Bogota,Bogota,4.667128,-74.106056,1,0,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,12,Construction,Coldesarrolo*,Offices,45,Colombia,,,,,,,,,,,,,,,,,Narco-Terrorists,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
198910070011,1989,10,7,,1,10/13/1989,69,France,8,Western Europe,Aquitaine,Libourne,44.912998,-0.243985,1,0,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Military,REtired General Jean Favereau,69,France,,,,,,,,,,,,,,,,,Action Directe,,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,1,,,0,,,0,,,,1,1,0,,,,France,0,,,,,,4,Hostage(s) killed (not during rescue attempt),1,PGIS,0,0,0,0,
198910080001,1989,10,8,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Lisburn,54.515694,-6.055724,1,0,,1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Police,Superintendent Alwyn Harris,233,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,1,1,
198910180005,1989,10,18,,0,,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1,0,,1,1,1,-9,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,8,Educational Institution,49,School/University/Educational Building,Lebabese University,Shawki Raya,110,Lebanon,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,0,,,0,,,0,,,,1,1,0,,,,Lebanon,0,,,,,,,,,PGIS,-9,-9,0,-9,
198910300011,1989,10,30,,0,,159,Peru,3,South America,Lima,Barranca,-10.754073,-77.760992,1,0,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Aprista Party,"Home, Mayoral Candidate Luis Arevalo",159,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,0,,0,0,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198910310014,1989,10,31,,0,,137,Mozambique,11,Sub-Saharan Africa,Gaza,Chonguene,-25.019418,33.797169,1,0,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,town of Chonguene,137,Mozambique,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,5,Firearms,3,Handgun,,,,,,,,,20,,,11,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
198911210002,1989,11,21,,0,,92,India,6,South Asia,Karnataka,Bangalore,12.971599,77.594563,1,0,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Independent Candidate,State Assembly Candidate,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,1,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
198911210005,1989,11,21,,0,,92,India,6,South Asia,Punjab,Jalandhar,31.326015,75.576183,1,0,,1,1,1,0,,,0,1,0,1,Assassination,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Bharatiya Janata Party (BJP),Members,92,India,,,,,,,,,,,,,,,,,Sikh Extremists,Militants,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,2,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
198911290007,1989,11,29,,0,,186,Sri Lanka,6,South Asia,Western,Divulapitiya,7.230314,80.016474,1,0,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Govt (Assistant Government Agent),Office,186,Sri Lanka,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
199002030002,1990,2,3,,1,2/5/1990,155,West Bank and Gaza Strip,10,Middle East & North Africa,Unknown,Siniria,,,5,0,,1,1,1,-9,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,68,Named Civilian,Israeli Collaborator,Rafiq Muhammed Shawahna,155,West Bank and Gaza Strip,,,,,,,,,,,,,,,,,Palestinians,,,,,,0,,,0,0,,,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,1,,,0,,,0,,,,1,1,0,0,2,,West Bank and Gaza Strip,0,,,,,,4,Hostage(s) killed (not during rescue attempt),,PGIS,0,0,0,0,
199003090024,1990,3,9,,0,,185,Spain,8,Western Europe,Catalonia,Manresa,41.725175,1.823353,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),14,Judge/Attorney/Court,Government,Court Bldg.,185,Spain,,,,,,,,,,,,,,,,,Terra Lliure,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
199003300002,1990,3,30,,0,,183,South Africa,11,Sub-Saharan Africa,Venda,Thohoyandou,-22.948484,30.483373,1,0,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,Bottle Store,183,South Africa,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
199004250016,1990,4,25,,0,,8,Angola,11,Sub-Saharan Africa,Cuanza Norte,Dondo,-9.685714,14.427021,1,1,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,Electrical Co.,Power Pylon,8,Angola,,,,,,,,,,,,,,,,,National Union for the Total Independence of Angola (UNITA),,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),41666.66667,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,"199004250016, 199004250001, 199004250002, 199004250003, 199004250004, 199004250005, 199004250006, 199004250007, 199004250008, 199004250009, 199004250010, 199004250011, 199004250012, 199004250013, 199004250014, 199004250015, 199004250017, 199004250018, 199004250019, 199004250020, 199004250021, 199004250022, 199004250023, 199004250024"
199004290004,1990,4,29,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Ramallah,31.907141,35.198219,1,0,,1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,68,Named Civilian,Israeli collaborator,Zuher al-Ajel,155,West Bank and Gaza Strip,,,,,,,,,,,,,,,,,Palestinians,,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,1,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
199005190006,1990,5,19,,0,,49,Costa Rica,2,Central America & Caribbean,San Jose,San Jose,9.933333,-84.083333,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,U.S. State Dept.,Agency for International Development,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,1,1,
199005270008,1990,5,27,,0,,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1,0,,1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Police,Sergeant Reynaldo Pascual,160,Philippines,,,,,,,,,,,,,,,,,New People's Army (NPA),,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,1,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
199007100001,1990,7,10,,0,,160,Philippines,5,Southeast Asia,Maguindanao,Cotabato City,7.209594,124.241966,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,Govt,Dept of Health Bldg,160,Philippines,,,,,,,,,,,,,,,,,Moro National Liberation Front (MNLF),,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,5,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
199007250008,1990,7,25,,0,,160,Philippines,5,Southeast Asia,Unknown,San Fernando,,,5,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",,Village Tribal Dance,160,Philippines,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,7,Grenade,,,,,,,,,,,,,3,,,18,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
199008150021,1990,8,15,,0,,159,Peru,3,South America,Lima,Lima,-11.967368,-76.978462,1,0,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,19,Transportation,99,Bus (excluding tourists),Cooperative (Bus owned by coop),Bus,159,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),10000,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
199009160009,1990,9,16,,0,,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,1,1,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Police,unit,92,India,,,,,,,,,,,,,,,,,Sikh Extremists,Militants,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,5,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
199010080002,1990,10,8,,0,,209,Turkey,10,Middle East & North Africa,Siirt,Kurtalan,37.925744,41.698372,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Govt,Govt Offices/Police HQ/Police Living Qtrs,209,Turkey,,,,,,,,,,,,,,,,,Kurdistan Workers' Party (PKK),Kurdistan People's Liberation Army (Military Wing),,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
199011120016,1990,11,12,,0,,101,Japan,4,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,0,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Military,"Ground Forces Garrison, Omiya Prefecture",101,Japan,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
199012040007,1990,12,4,,0,,92,India,6,South Asia,Punjab,Gurdaspur District,32.040763,75.401886,3,0,,1,1,1,-9,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Police,Amrik Singh *,92,India,,,,,,,,,,,,,,,,,Sikh Extremists,Militants,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,1,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
199012090005,1990,12,9,,0,,69,France,8,Western Europe,Corsica,Poggio-Mezzanna,42.397834,9.492342,1,0,,1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,8,Hotel/Resort,,Holiday Villa,98,Italy,,,,,,,,,,,,,,,,,Resistenza,,,,,,0,,,0,0,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),200000,0,,,,,,,0,,,,,,,,,PGIS,0,1,1,1,"199012090005, 199012090003, 199012090004, 199012090006"
199101080003,1991,1,8,,0,,159,Peru,3,South America,Ayacucho,Ayacucho,-13.152712,-74.218628,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,Government,Town Hall,159,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,15,Vehicle,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
199101100005,1991,1,10,,0,,61,El Salvador,2,Central America & Caribbean,Morazan,Jocoro,13.61177,-88.026466,1,0,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,Utility pole,61,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,3,Minor (likely < $1 million),3000,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,"199101100005, 199101100003, 199101100004, 199101100006, 199101100007"
199101190006,1991,1,19,,0,,205,Thailand,5,Southeast Asia,Bangkok,Bangkok,13.785793,100.560852,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,Government,Parking Lot,205,Thailand,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,0,-9,
199101210015,1991,1,21,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,,1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25,Police Security Forces/Officers,Ulster Constabulary,Retired member Cullen Stephenson,233,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,0,,,0,0,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,1,,,0,,,0,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,1,1,
199101250012,1991,1,25,,0,,138,Myanmar,5,Southeast Asia,Unknown,Myaukkamai,,,5,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,Govt,Myaukkamai and Taungkamai Village,138,Myanmar,,,,,,,,,,,,,,,,,Karen National Union,,,,,,0,,,0,20,,,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,1,,,6,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,0,0,0,0,
199101260004,1991,1,26,,0,,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1,0,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,Egyptian State Dept.,Egyptian Embassy,60,Egypt,,,,,,,,,,,,,,,,,Unknown,,,,,,0,,,0,0,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,0,,,0,,,1,,,,0,,,,,,,0,,,,,,,,,PGIS,-9,-9,1,1,
